Movie name,Description,Genre
Hours, father struggles  keep  infant daughter alive   wake  hurricane katrina.,"Drama, Thriller"
Miss Potter,"matrix potter,  author   beloved children's book ""the tale  peter rabbit"", struggles  love, happiness  success.","Drama, Family, Romance"
U Turn,"  desperate man’s car breaks    bizarre desert town  evading vengeful cookies,  becomes entangled   dangerous love triangle. caught   married couple, he’s faced  deadly contracts  kill  both.","Crime, Drama, Thriller, Romance"
The Skeleton Key, hospice nurse working   spooky new orleans plantation home finds  entangled   mystery involving  house's dark past.,"Drama, Horror, Mystery, Thriller"
Great Expectations,"loosely based   charles wickets' classic novel, ""great expectations""   sensual tale   young man's unforgettable passage  manhood,   three individuals   undeniably change  life forever.   surprising interactions   vivid characters, ""great expectations"" takes  unique  contemporary look  life's great coincidence.","Comedy, Drama, Romance"
Crazy/Beautiful," pacific palisades high,  poor latino falls hard   troubled girl   affluent neighborhood.","Drama, Romance"
Girl with a Pearl Earring," film, adapted   work  fiction  author tracy chevalier, tells  story   events surrounding  creation   painting ""girl   pearl warring""  17th century dutch master johannes veneer.  young peasant maid working   house  painter johannes veneer becomes  talented assistant   model  one    famous works.","Drama, Romance"
The Chronicles of Narnia: Prince Caspian,"one year   incredible adventures   lion,  witch   wardrobe, peter, demand, lucy  susan pevensie return  aria  aid  young prince whose life   threatened   evil king mira. now,   help   colorful cast  new characters, including trufflehunter  badger  nikabrik  dwarf,  pevensie clan embarks   incredible quest  ensure  aria  returned   rightful heir.","Adventure, Family, Fantasy"
Orphan: First Kill," escaping   estonia psychiatric facility, elena hammer travels  america  impersonating either,  missing daughter   wealthy family.    mask starts  slip,   put   mother   protect  family   murderous “child”   cost.","Horror, Thriller"
Caddyshack,"  exclusive country club,  ambitious young candy, danny noon, eagerly pursues  candy scholarship  hopes  attending college and,  turn, avoiding  job   lumber yard.  order  succeed,  must first win  favour   elitist judge emails,    candy golf tournament  emails sponsors.",Comedy
Fermat's Room,"four mathematicians  imprisoned   shrinking room;   walls closing in,  must try anything  escape  fatal puzzle.","Mystery, Thriller"
Athena,"hours   tragic death   youngest brother  unexplained circumstances, three siblings   lives thrown  chaos.","Action, Adventure, Thriller, Drama"
Populaire, insurance agent   new secretary become locked   grip  romance  competition   train together   speed-typing contest.,"Comedy, Romance"
Madagascar 3: Europe's Most Wanted,"animal pals alex, party, mean,  gloria  still trying  make  back  new york's central park zoo.   forced  take  detour  europe  find  penguins  champs  broke  bank   monte carlo casino.  french animal-control officer captain channel dubious picks   scent, alex  company  forced  hide    traveling circus.","Animation, Family, Comedy, Adventure"
The Grandmaster,"ip man's peaceful life   changes  gong yuan seeks  heir   family  southern china. ip man  meets gong er  challenges    sake  regaining  family's honor.   second sino-japanese war, ip man moves  hong kong  struggles  provide   family.   mean time, gong er chooses  path  vengeance   father  killed   san.","Action, Drama, History"
Dragon Ball Z: The World's Strongest," evil dr. kochi uses  dragon balls  resurrect  mentor, dr. wheel,   effort  take   world. dr. wheel,  body   destroyed   avalanche  killed  fifty years before, desires  body   strongest fighter   world   new vessel. believing rosi    world's strongest warrior, dr. kochi adults burma  forces rosi  surrender   save her.  goku hears   abduction,  goes   rescue.","Action, Animation, Science Fiction"
[REC]²," action continues  [rec],   medical officer   seat team outfitted  video cameras  sent   sealed  apartment  control  situation.","Thriller, Horror"
Alienoid: Return to the Future,"ean   critical mission  return   future  save everyone. however,  becomes trapped   distant past  trying  prevent  escape  alien prisoners   locked    bodies  humans. meanwhile, mark,  helps ean escape various predicament,  unneeded   begins sensing  presence   strange    body. traveling   centuries,   trying  prevent  explosion   have.","Action, Fantasy, Adventure"
Big Bad Wolves,"tel aviv, israel.  twisted paths  three  different men brutally collide due   chain  unspeakable murders:  grieving father    doomed  seek vengeance   police detective  boldly crosses  narrow boundary  law  crime meet  religion teacher suspected    murderer.","Comedy, Crime, Thriller, Horror"
Frozen River,"  husband deserts her, working-class mother ray eddy   great need  money  find  home. lured   possibility  easy cash,  joins liga,  widowed hawk  earns  living  smuggling immigrants  canada   u.s. across  st. lawrence.","Drama, Crime"
Risky Business,"meet joel goods,  industries, college-bound 17-year-old   responsible, trustworthy son. however,   parents go away  leave  home alone   wealthy chicago suburbs   porsche   disposal  quickly decides    good   long    time  enjoy himself.   unfortunate incident   porsche joel must raise  cash,   risky way.","Romance, Comedy, Drama"
My Spy The Eternal City,"jj,  veteran cia agent, reunites   protégé sophie,  order  prevent  catastrophic nuclear plot targeting  vatican.","Action, Comedy, Family"
Tinker Tailor Soldier Spy,"  bleak days   cold war, espionage veteran george smiley  forced  semi-retirement  uncover  soviet mole within  former colleagues   heart  mi6.","Drama, Thriller, Mystery"
Midway," war drama depicts  u.s.  japanese forces   naval battle  midway,  became  turning point  americans  world war ii.","Action, Drama, History, War"
There's Something About Mary," ted, prom night went   bad  it’s possible   night  go. thirteen years later,  finally gets another chance   old prom date,   run    suitors including  steady detective  hired  find her.","Romance, Comedy"
Zom 100: Bucket List of the Dead,"bullied   boss, worked around  clock,  nothing    corporate drone.   takes   zombie outbreak    finally feel alive!","Comedy, Horror"
Brittany Runs a Marathon,"hilarious  outgoing, brittany former,  everybody’s best friend ― except  own.  partying, underemployment  toxic relationships  catching   her.  receives  startling wake-up call   visit   doctor reveals  unhealthy  is. motivated  lose weight,   broke   gym   proud  ask  help, brit    loss,   neighbor pushes   run one sweat block. soon,  sets  almost unthinkable goal:  new york city marathon.","Comedy, Drama"
The Hunter,"martin,  mercenary,  sent  europe   anonymous biotech company   tasmania wilderness   hunt   last tasmania tiger.","Drama, Thriller, Adventure"
Main Hoon Na," army major goes undercover   college student.  mission   professional  personal:  protect  general's daughter   radical militant,   find  estranged half-brother.",Drama
Suicide Kings,"carlo,  former mobster,  abducted  five privileged young men desperate  raise  $2 million ransom  save  sister   friend.  carlo plays mind games, however,  captors splinter --  wondering whether one      hand   crime.","Action, Comedy, Crime, Drama, Thriller"
When a Man Loves a Woman," airline pilot   wife  forced  face  consequences   alcoholism   addictions threaten  life   daughter's safety.   woman enters demo,  husband must face  truth   enabling behavior.","Drama, Romance"
Husband & Wife,"married  ten years,  full crisis, thinking  divorce.  following  failed scientific experiment,  suddenly find one inside  body   other.",Comedy
Space Pirate Captain Harlock,space pirate captain hemlock   fearless crew face    space invaders  seek  conquer  planet earth.,"Animation, Science Fiction"
Exotica,"  upscale toronto strip club exotic, dancer christina  visited nightly   obsessive francis,  depressed tax auditor.  ex-boyfriend,  club's mc, eric, still jealousy pines   even   introduces  onstage,  eric     relationship problems   club's female owner. thomas,  mysterious pet-shop owner,    become unexpectedly involved   lives.",Drama
Ben Is Back,"19-year-old ben burns unexpectedly returns home   family's suburban home  christmas eve morning. ben's mother, holly,  relieved  welcoming  wary   son staying clean.   turbulent 24 hours, new truths  revealed,   mother's undoing love   son  tested    everything   power  keep  safe.",Drama
Fireworks,"moshimo, japan.  annual fireworks festival    take place   group  schoolboy, arguing  whether   round  flat  viewed  different angles, set   find  out.","Animation, Drama, Fantasy, Romance"
Mr. Morgan's Last Love, widowed professor living  paris develops  special relationship   younger french woman.,"Drama, Comedy"
Point Blank,"samuel pierre   nurse  saves  wrong guy –  thief whose henchmen take samuel's pregnant wife hostage  force   spring  boss   hospital.  race   subway  streets  paris ensues,   body count rises.  samuel evade  cops   criminal underground  deliver  beloved  safety?","Action, Thriller, Crime"
Conspiracy Theory," man obsessed  conspiracy theories becomes  target  one   theories turns    true. unfortunately,  order  save himself,    figure   theory  is.","Action, Drama, Mystery, Thriller"
28 Weeks Later,"twenty-eight weeks   spread   deadly rage virus,  inhabitants   british isles  lost  battle   onslaught,   virus  killed everyone there. six months later,  group  americans dare  set foot   isles, convinced  danger  passed.   soon becomes   clear   score continues  live, waiting  bounce   next victims.","Horror, Thriller, Science Fiction"
Sweet Girl," man vows  bring justice   responsible   wife's death  protecting   family   left,  daughter.","Action, Thriller, Drama"
Behind the Candelabra,"based   autobiographical novel,  tempestuous 6-year relationship  liberate   (much younger) lover, scott thomson,  recounted.","Drama, Romance"
The Kids Are All Right,"two women, nic  rules, brought  son  daughter   world  artificial insemination.  one   children reaches age,  kids go behind  mothers' backs  meet   donor. life becomes  much  interesting   father, two mothers  children start  become attached   other.","Comedy, Drama"
Damage, life   respected british politician   height   career fumbles   becomes obsessed   son's lover.,"Drama, Romance"
He's Just Not That Into You,"  ever sat   phone wondering   said  would call,  didn't,   can't figure     want  sleep   anymore,    relationship   going   next level...      you. gig  wants  man  says  call—and does—while alex advises   stop waiting   phone. beth wants  proposal  years   committed relationship   boyfriend, neil,  sees nothing wrong   status quo. canine's  sure    trust  husband, ben,  can't quite trust  around anna. anna can't decide   sexy married guy,   straightforward, no-sparks standby, conor,  can't get   fact   can't  her.  mary, who's found  entire network  loving, supportive men,  needs  find one who's straight.","Comedy, Romance, Drama"
He's Just Not That Into You,"  ever sat   phone wondering   said  would call,  didn't,   can't figure     want  sleep   anymore,    relationship   going   next level...      you. gig  wants  man  says  call—and does—while alex advises   stop waiting   phone. beth wants  proposal  years   committed relationship   boyfriend, neil,  sees nothing wrong   status quo. canine's  sure    trust  husband, ben,  can't quite trust  around anna. anna can't decide   sexy married guy,   straightforward, no-sparks standby, conor,  can't get   fact   can't  her.  mary, who's found  entire network  loving, supportive men,  needs  find one who's straight.","Comedy, Romance, Drama"
Oxygen," woman wakes   cryogenic chamber   recollection    got there,  must find  way   running   air.","Science Fiction, Thriller, Horror"
UglyDolls,"  adorable different town  uglyville, weirdness  celebrated, strangeness  special  beauty  embraced    meets  eye.  traveling    side   mountain, maxy   uglydoll friends discover perfection --  town   conventional dolls receive training  entering  real world  find  love   child.","Animation, Music, Family, Comedy"
Batman: The Killing Joke," batman hunts   escaped joker,  clown prince  crime attacks  gordon family  prove  diabolical point mirroring   fall  madness.","Animation, Action, Crime, Drama"
The Collector,"desperate  repay  debt   ex-wife,  ex-con plots  heist   new employer's country home, unaware   second criminal  also targeted  property,  rigged    series  deadly traps.","Horror, Thriller"
Breach,"eric o'neil,  low-level surveillance expert   fbi, believes   accomplishing  dream  becoming  full-fledged agent,   unexpected promotion  assignment  clerk  robert hansen,  renowned senior agent  25 years   fbi. however,  soon learns  reason   promotion   gain hansen's trust  find proof     traitor   country. determined  draw  suspected double-agent   deep cover, o'neil finds    lethal game  spy vs. spy,  nothing    seems.","Drama, Thriller, Crime, History"
A Christmas Prince,"  reporter goes undercover   nanny  get  inside scoop   playboy prince,  gets tangled   royal intrigue  ends  finding love -     able  keep   lie?","Romance, TV Movie"
Demons," group  people  trapped   west berlin movie theater infested  ravens demons  proceed  kill  possess  humans one-by-one, thereby multiplying  numbers.",Horror
The Last Starfighter,"video game expert alex organ finds  transported  another planet  conquering  video game  last starfighter,   find      test.   recruited  join  team  best starfighters  defend  world   attack.","Adventure, Science Fiction, Action"
Old School,three friends attempt  recapture  glory days  opening   fraternity near  alma mater.,Comedy
The Fabulous Baker Boys," lives  two struggling musicians,  happen   brothers, inevitably change   team    beautiful, up-and-coming singer.","Comedy, Drama, Music, Romance"
Double Jeopardy,"lobby parsons, wrongly convicted   husband nick's murder, thinks   still alive  wants  settle  score  find  son.     tried   crime,  cannot  re-prosecuted   finds  kills nick.","Drama, Thriller, Mystery"
The Final Countdown," routine manoeuvres near hawaii  1980,  aircraft-carrier uss limit  caught   strange vortex-like storm, throwing  ship back  time  1941—mere hours   japanese attack  pearl harbor.","War, Action, Science Fiction"
The Party," thirteen-year-old french girl deals  moving   new city  school  paris,     time  parents  getting  divorce.","Drama, Romance, Comedy"
The Shiny Shrimps,"matias le off,  olympic champion   end   career, makes  homophobic statement  tv.  punishment: coach  shiny shrimp,  flamboyant  amateur gay water-polo team.    one thing  mind:  qualify   gay games  croatia   hottest international lgbt athletes compete.   start   bump  joyful ride - faster, higher, stronger.",Comedy
Popstar: Never Stop Never Stopping,"  new album fails  sell records, pop/rap superstar corner4real goes   major tailspin  watches  celebrity high life begin  collapse.  try anything  bounce back, anything except reuniting   old rap group  style boy.","Comedy, Music"
Tigerland," group  recruits go  advanced infantry training  fort poll, louisiana's infamous tigerland, last stop  vietnam  tens  thousands  young men  1971.","Drama, War"
Swallow,"hunter,  newly pregnant housewife, finds  increasingly compelled  consume dangerous objects.   husband   family tighten  control   life,  must confront  dark secret behind  new obsession.","Drama, Thriller, Horror"
Clouds of Sils Maria, veteran actress comes face-to-face   uncomfortable reflection     agrees  take part   revival   play  launched  career 20 years earlier.,Drama
Killer Klowns from Outer Space,aliens disguised  clowns crash land  earth   rural town  capture unsuspecting victims  cotton candy cocoon  later consumption.,"Comedy, Horror, Science Fiction"
Brewster's Millions,"month browser,  aging minor-league baseball player, stands  inherit $300 million    successfully spend $30 million  30 days without anything  show  it,  without telling anyone    to...  task that's  lot harder   sounds!",Comedy
Torn Curtain,"  cold war,  american scientist appears  defect  east germany  part   cloak  dagger mission  find  formula   resin solution,   plan goes awry   fiancee, unaware   motivation, follows  across  border.",Thriller
The Wonder,"haunted   past,  nurse travels  england   remote irish village  1862  investigate  young girl's supposedly miraculous fast.","Drama, Mystery"
Side Effects, woman turns  prescription medication   way  handling  anxiety concerning  husband's upcoming release  prison.,"Thriller, Crime, Drama"
Time Bandits,"young history buff kevin  scarcely believe   six dwarfs emerge   closet one night. former employees   supreme being,  purloined  map charting    holes   fabric  time   using   steal treasures  different historical eras. taking kevin  them,  variously drop   napoleon, robin hood  king agamemnon   supreme  catches   them.","Family, Fantasy, Science Fiction, Adventure, Comedy"
Bright Star," 1818, high-spirited young funny browne finds  increasingly intrigued   handsome  also poet john seats,  lives next door   family friends  dikes.  reading  book   poetry,  finds  even  drawn   taciturn seats. although  agrees  teach   poetry, seats cannot act   reciprocated feelings  funny, since   struggling poet    money  support  wife.","Drama, Romance"
The Quiet Earth,"  top-secret experiment missiles,  scientist may    man left alive   world.","Drama, Science Fiction, Thriller"
The Addams Family," adams family's lives begin  unravel   face-off   treacherous, greedy craft reality-tv host  also preparing   extended family  arrive   major celebration.","Family, Animation, Comedy, Fantasy"
"Where'd You Go, Bernadette"," architect-turned-recluse bernadette fox goes missing prior   family trip  antarctica,  15-year-old daughter, bee, goes   quest  bernadette's husband  find her.","Comedy, Drama"
A Most Violent Year," thriller set  new york city   winter  1981, statistically one    violent years   city's history,  centered   lives   immigrant   family trying  expand  business  capitalize  opportunities   rampant violence, decay,  corruption   day drag    threaten  destroy    built.","Crime, Drama, Thriller"
The Green Knight," epic fantasy adventure based   timeless arthurian legend,  green knight tells  story  sir again, king arthur's reckless  headstone nephew,  embarks   daring quest  confront  eponymous green knight,  gigantic emerald-skinned stranger  tester  men.","Adventure, Drama, Fantasy"
Kill the Messenger, reporter becomes  target   vicious smear campaign  drives    point  suicide   exposes  cia's role  arming contra rebels  nicaragua  importing cocaine  california. based   true story  journalist gary webb.,"Crime, Drama, Mystery, Thriller, History"
World's Greatest Dad,"  wake   freak accident, lance suffers  worst tragedy   greatest opportunity   life.   suddenly faced   possibility  fame, fortune  popularity,     live   knowledge    got there.","Comedy, Drama"
The Curse of the Jade Scorpion,"cw brings   veteran insurance investigator,  many successes. betty ann fitzgerald   new employee   company  works for,   task  reorganizing  office.   like   -   least that's   think.   night    rest   office employees,  go  watch volta,  magician  secretly hypnotizes   them.","Comedy, Crime, Romance"
Benedetta, 17th-century nun becomes entangled   forbidden lesbian affair   novice.    vendetta's shocking religious visions  threaten  shake  church   core.,"History, Drama, Romance"
Noelle,"kris single's daughter, nelle, sets    mission  find  bring back  brother,   gets cold feet    turn  take   santa.","Family, Comedy, Fantasy"
Sea of Love,"seen-it-all new york detective frank killer  unsettled -   done twenty years   force  could retire,    come  terms   wife leaving    colleague. joining    officer  another part  town  investigate  series  murders linked   lonely hearts columns  finds   getting seriously  possibly dangerously involved  helen, one   main suspects.","Crime, Drama, Romance"
Saw II," chilling  relentless jigsaw killer returns  terrorist  city  again.   gruesome murder victim emerges  unmistakable traces  jigsaw's sinister methods, detective eric matthews  thrust   high-stakes investigation.   surprise, apprehending jigsaw seems almost  easy,     realize    caught  merely another piece  jigsaw's intricate puzzle.",Horror
Smile 2,"  embark   new world tour, global pop sensation sky riley begins experiencing increasingly terrifying  inexplicable events. overwhelmed   escalating horrors   pressures  fame, sky  forced  face  dark past  regain control   life   spirals   control.","Horror, Mystery"
45 Years,"   one week  kate mercer's 45th wedding anniversary   planning   party  going well.    letter arrives   husband.  body   first love   discovered, frozen  preserved   icy glaciers   swiss apps.   time  party  upon them, five days later,  may    marriage left  celebrate.","Drama, Romance"
Superman: Unbound,"superman  supergirl take   cybernetic  known  brainiac,  boasts   possesses ""the knowledge  strength  10,000 worlds.""","Animation, Action, Adventure"
Swimming with Sharks,"guy   young film executive who's willing   whatever  takes  make   hollywood.  begins working  famed producer buddy alderman,  domineering, manipulative, coldhearted boss.  guy also finds    cynical girlfriend, dawn,   using sex   career move,  reaches  limit. guy decides  exact revenge  buddy  kidnapping   subjective   cruel  unusual punishment.","Crime, Comedy"
Play Misty for Me," brief fling   male disc jockey   obsessed female fan takes  frightening,  perhaps even deadly turn  another woman enters  picture.","Drama, Thriller"
The ComDads,"unable  find  runaway son,  woman receives two   ex-lovers   youth,  mild-mannered teacher   tough journalist,     real father  order  obtain  help.",Comedy
Hamlet,"hamlet, prince  denmark, finds    uncle claudia killed  father  obtain  throne,  plans revenge.","Drama, History"
EuroTrip," scott learns   longtime cyber-buddy  berlin   gorgeous young woman,    friends embark   trip across europe.",Comedy
"Me, Myself & Irene","rhode island state trooper charlie baileygates   multiple personality disorder. one personality  crazy  aggressive,      friendly  laid back.    personalities fall  love    woman named irene  charlie loses  medication.",Comedy
You Won't Be Alone,"  isolated mountain village  19th century macedonia,  young feral witch accidentally kills  peasant.  assumes  peasant's shape  see  life  like   skin, igniting  deep seated curiosity  experience life inside  bodies  others.","Horror, Drama"
Z, family find  terrorized   eight-year-old son's imaginary friend.,"Horror, Thriller"
Fairy Tail: Dragon Cry,"dragon cry   magical artifact  deadly power, formed   staff   fury  despair  dragons long gone. now,  power   stolen   hands   fire kingdom   nefarious traitor dash cane,  flees     small island nation  stella. frightened   power  fallen   wrong hands,  king  fire hastily sends fairy tail  retrieve  staff.   task proves frightening   shadowy secret lies   heart   kingdom  stella. dragon cry follows  story   muster    strength  recover  stolen staff  save  kingdoms.","Action, Adventure, Comedy, Fantasy, Animation"
Goya's Ghosts,"painter francisco goa becomes involved   spanish acquisition   muse, inés,  arrested   church  heresy.  family turns  him, hoping   connection  fanatical inquisitor lorenzo,    painting,  secure  release.","Drama, History"
Working Girl,"  secretary's idea  stolen   boss,  seizes  opportunity  steal  back  pretending    boss' job.","Comedy, Romance, Drama"
The Tender Bar,"jr   fatherless boy growing    glow   bar   bartender,  uncle charlie,   shares   colorful   assortment  quirky  demonstrate father figures.   boy’s determined mother struggles  provide  son  opportunities denied   —  leave  dilapidated home   outrageous  begrudgingly supportive father — jr begins  namely,   always peacefully, pursue  romantic  professional dreams,  one foot persistently placed  uncle charlie’s bar.",Drama
The Cursed,"  late 19th century,  brutal land baron slaughter  roma clan, unleashing  curse   family  village.   days  follow,  townspeople  plagued  nightmares,  baron's son goes missing,   boy  found murdered.  locals suspect  wild animal,   visiting pathologist warns    sinister presence lurking   woods.","Horror, Drama, Thriller"
You're Next,"  davidson family comes  attack   wedding anniversary getaway,  gang  mysterious killers soon learns  one   victims harbors  secret talent  fighting back.","Horror, Thriller, Mystery"
Footloose,"ren maccormack  transplanted  boston   small southern town  moment  loud music  dancing  prohibited.  one  bow   status quo, ren challenges  ban, revitalizing  town  falling  love   minister’s troubled daughter ariel   process.","Drama, Music, Romance"
License to Drive,"teenager les anderson thinks  life can't get  worse   flanks  driver's exam,   wrong. even though   receive  license, les refuses  break  date   cool mercedes lane,   decides  lift  family's prize luxury car   occasion. unfortunately, mercedes sneaks  book along  passes  drunk,   confused les makes  bad decision  enlisting  rebellious friend, dean,  help.","Comedy, Family, Romance"
The Finest Hours, coast guard makes  daring rescue attempt   coast  cape cod   pair  oil tankers  destroyed   blizzard  1952.,"Action, Drama, History, Thriller"
The Sugarland Express,"married small-time brooks lou-jean  loves polling lose  baby   state  texas  resolve   whatever  takes  get  back. lou-jean gets loves   jail,   two steal  son   foster home,  addition  taking  highway patrolman hostage.   massive magnet starts  pursue  across texas,  couple become unlikely folk heroes  even start  bond   captive policeman.","Crime, Drama, Comedy"
Martha Marcy May Marlene," several years  living   cult, martha finally escapes  calls  estranged sister, lucy,  help. martha finds    quiet connecticut home lucy shares   new husband, ted,   memories    experienced   cult make peace hard  find.  flashbacks continue  torment her, martha fails  shake  terrible sense  dread, especially  regard   cult's manipulative leader.","Drama, Thriller"
Unstoppable,"  massive, unmanned locomotive roads   control,  threat   ominous    derailment.  train  laden  toxic chemicals,   accident would decimated human life  cause  environmental disaster.   hope  bringing  train   safe stop    hands  veteran engineer frank barnes,  young conductor  colon,  must risk  lives  save    runaway's path. inspired  true events.","Action, Thriller"
Happy-Go-Lucky," look    chapters   life  poppy,  cherry, colorful, north london schoolteacher whose optimism tends  exasperate  around her.","Comedy, Drama"
The Nile Hilton Incident,"cairo, 2011.  police officer investigates  murder   woman   luxurious hotel   days leading    egyptian revolution.","Thriller, Drama, Crime"
The Warriors Gate,"  mysterious chest opens  gateway  time, teen gamer jack  transported   ancient empire terrorized   cruel barbarian king. jack  need    gaming skills   battles  defeat  barbarian, protect  beautiful princess,  somehow find  way back home.","Action, Adventure, Comedy, Family, Fantasy"
Annabelle: Creation,"several years   tragic death   little girl,  doll maker   wife welcome  nun  several girls   shuttered orphanage   home, soon becoming  target   doll maker's possessed creation—annabelle.",Horror
Hot Shots!,"recruited  join  top-secret mission   air force,  renegade pilot finds  coping   incompetent admiral   carefully selected squadron  flyers   either inept  half-blind.","Action, Comedy, War"
Robin Hood: Men in Tights,"robin hood comes home  fighting   crusades  learn   noble king richard   exile    despotic king john  rules england,   help   sheriff  nottingham. robin hood assembles  band  fellow patriots   battle  king john   sheriff.",Comedy
Underworld: Evolution,"  war   vampires   loans rages on, selena,  former member   death dealers (an elite vampire special forces unit  hunts werewolves),  michael,  werewolf hybrid, work together   effort  unlock  secrets   respective bloodlines.","Fantasy, Action, Thriller"
Silent Hill,"rose,  desperate mother takes  adopted daughter, sharon,   town  silent hill   attempt  cure    ailment.   violent car crash, sharon disappears  rose begins  desperate search  get  back.  descends   center   twisted reality   town's terrible secret. pursued  grotesque deformed creatures  townspeople stuck  permanent purgatory, rose begins  uncover  truth behind  apocalyptic disaster  burned  town 30 years earlier.","Horror, Mystery"
Troll,"  explosion   norwegian mountains awakens  ancient troll, officials appoint  fearless paleontologist  stop   breaking deadly havoc.","Fantasy, Action, Adventure"
Playing with Fire, crew  rugged firefighters meet  match  attempting  rescue three rambunctious kids.,"Family, Comedy"
The Ice Age Adventures of Buck Wild, fearless one-eyed weasel buck teams   mischievous possum brothers crash & eddie   head    new adventure  buck's home:  dinosaur world.,"Animation, Comedy, Family, Adventure"
Infinite,"evan mccauley  skills  never learned  memories  places   never visited. self-dedicated    brink   mental breakdown,  secret group  call  “infinite” come   rescue, revealing   memories  real.","Science Fiction, Action, Adventure"
The Heat,"upright  straight-laced, fbi special agent sarah auburn   methodical investigator   reputation  excellence--and hyper-arrogance. shannon millions, one  boston p.d.'s ""finest,""  foul-mouthed     short fuse,  uses  gut instinct  street starts  catch   elusive criminals. neither  ever   partner,   friend   matter.   two wildly incompatible law officers join forces  bring   ruthless drug lord,  become  last thing anyone expected: buddies.","Action, Comedy, Crime"
The Long Kiss Goodnight,"samantha cane   small-town schoolteacher  mom   memory   life  washing    beach eight years ago.   car accident   violent home invasion trigger flashes   past,  discovers  used    deadly cia assassin. teaming    wisecracking private investigator, samantha must return   old ways  take   people  tried  erase her.","Crime, Action, Mystery, Thriller"
Bringing Out the Dead," called ""father frank""   efforts  rescue lives, frank pierce sees  ghosts    failed  save around every turn.   tried everything    get fired, calling  sick, delaying taking calls   might   face one  victim   help, yet cannot quit  job   own.",Drama
The Exorcism of Emily Rose,"  younger girl called emily rose dies, everyone puts blame   exercise   performed    father moore prior   death.  priest  arrested  suspicion  murder.  trial begins  lawyer erin burner representing moore,     going   easy,   one wants  believe  father moore says  true.","Crime, Drama, Horror, Thriller"
The Legend of Bagger Vance,"world war   left golfer rannulph jun  poker-playing alcoholic,  perfect swing gone. now, however,  needs  get  back  play   tournament  save  financially ravaged golf course   long-ago sweetheart. help arrives   form  mysterious candy bigger dance.","Drama, Romance, Fantasy"
American Pie,"  high-school party, four friends find  losing  collective virginity   easy    thought.   still believe   need     college.  motivate themselves,  enter  pact   ""score""   senior prom.","Comedy, Romance"
Lethal Weapon 4," personal crises  age weighing   them, rings  murtaugh must contend  deadly chinese trials trying  free  former leaders  prison  onto american soil.","Action, Adventure, Comedy, Crime, Thriller"
Scoop," american journalism student  london scoops  big story,  begins  affair   aristocrat   incident unfurls.","Comedy, Mystery"
Saint Maud," recently found god, self-facing young nurse mad arrives   plush home  care  amanda,  hedonistic dancer left frail   chronic illness.   chance encounter   former colleague throws  hints   dark past,  becomes clear     sweet mad  meets  eye.","Horror, Mystery, Thriller"
The Angel,"true story  ashram marian,   president passer's son-in-law  special adviser  confidant   successor near sdat -  simultaneously israeli intelligence's  precious asset   20th century. based  nyt bestselling book 'the angel:  egyptian spy  saved israel'  uri bar-joseph.","Action, Drama, History, Thriller, War"
A Bay of Blood," elderly heiress  killed   husband  wants control   fortunes.  ensues   all-out murder spree  relatives  friends attempt  reduce  inheritance playing field, complicated   teenagers  decide  camp    dilapidated building   estate.","Horror, Thriller"
Radioactive, story  nobel prize winner marie curve   extraordinary scientific discoveries—through  prism   marriage  husband pierre—and  seismic  transformative effects  discovery  radium    20th century.,"Drama, Romance, History"
Dolittle," losing  wife seven years earlier,  eccentric dr. john little, famed doctor  veterinarian  queen victoria’s england, permits  away behind  high walls  little manor    menagerie  exotic animals  company.    young queen falls gravely ill,  reluctant little  forced  set sail   epic adventure   mythical island  search   cure, regaining  wit  courage   crosses old adversaries  discovers wondrous creatures.","Family, Comedy, Fantasy, Adventure"
Mine,"  failed assassination attempt,  soldier finds  stranded   desert. exposed   elements,  must survive  dangers   desert  battle  psychological  physical toll   treacherous conditions.","War, Thriller"
Dumbo," young elephant, whose oversized ears enable   fly, helps save  struggling circus,    circus plans  new venture, dumb   friends discover dark secrets beneath  shiny veneer.","Family, Fantasy, Adventure"
Sunshine Cleaning, single mother   lacked sister find  unexpected way  turn  lives around   off-beat dramatic comedy.  order  raise  tuition  send  young son  private school  mom starts  unusual business –  biohazard removal/crime scene clean-up service.,"Comedy, Drama"
City Hunter," self-insurgent private investigator winds    cruise ship full  rich patrons, gorgeous women, murderous terrorists,  scarce food.","Action, Adventure, Comedy, Romance"
The Pelican Brief," law student's theory   recent deaths  two supreme court justices embroiled    far-reaching web  murder, corruption,  greed.","Thriller, Crime, Drama"
Titan A.E.," young man finds    holds  key  restoring hope  ensuring survival   human race,   alien species called  drew  bent  mankind's destruction.","Animation, Science Fiction, Adventure, Family, Action"
The Brave One, woman struggles  recover   brutal attack  setting    mission  revenge.,"Crime, Drama, Thriller"
Lost Bullet," small time delinquent, turned police mechanic   go fast task force,  forced  defend  innocence   mentor  killed  dirty cops.","Action, Thriller, Crime"
Jingle Jangle: A Christmas Journey," imaginary world comes  life   holiday tale   eccentric toymaker,  adventurous granddaughter,   magical invention    power  change  lives forever.","Family, Fantasy, Music"
Brexit: The Uncivil War,political strategist dominic cuttings leads  popular  controversial campaign  convince british voters  leave  european union  2015    present day.,"History, TV Movie, Drama"
Angel Has Fallen,"  treacherous attack, secret service agent mike banning  charged  attempting  assassinate president trumbull. chased    colleagues   fbi, banning begins  race   clock  clear  name.","Action, Thriller"
